value_population,year,territory
-1.8,2019,Иркутская
-1.6,2019,Иркутская
-1.4,2019,Иркутская
-1.2,2019,Иркутская
-1.3,2019,Иркутская
-1.3,2019,Иркутская
-1.3,2019,Иркутская
-1.4,2019,Иркутская
-8.5,2019,Кемеровская Область-Кузбасс
-8.0,2019,Кемеровская Область-Кузбасс
-6.7,2019,Кемеровская Область-Кузбасс
-6.2,2019,Кемеровская Область-Кузбасс
-6.2,2019,Кемеровская Область-Кузбасс
-5.9,2019,Кемеровская Область-Кузбасс
-5.7,2019,Кемеровская Область-Кузбасс
-5.4,2019,Кемеровская Область-Кузбасс
-5.3,2019,Кемеровская Область-Кузбасс
-5.2,2019,Кемеровская Область-Кузбасс
-5.2,2019,Кемеровская Область-Кузбасс
-5.2,2019,Кемеровская Область-Кузбасс
-3.8,2019,Новосибирская
-3.7,2019,Новосибирская
-3.2,2019,Новосибирская
-3.0,2019,Новосибирская
-2.8,2019,Новосибирская
-2.4,2019,Новосибирская
-2.3,2019,Новосибирская
-2.1,2019,Новосибирская
-2.0,2019,Новосибирская
-1.9,2019,Новосибирская
-1.9,2019,Новосибирская
-2.0,2019,Новосибирская
-4.3,2019,Омская
-4.3,2019,Омская
-3.9,2019,Омская
-3.6,2019,Омская
-3.6,2019,Омская
-3.3,2019,Омская
-3.2,2019,Омская
-3.0,2019,Омская
-2.9,2019,Омская
-2.9,2019,Омская
-2.8,2019,Омская
-2.8,2019,Омская
-2.7,2019,Томская
-3.1,2019,Томская
-2.7,2019,Томская
-2.5,2019,Томская
-2.3,2019,Томская
-1.9,2019,Томская
-1.7,2019,Томская
-1.5,2019,Томская
-1.5,2019,Томская
-1.5,2019,Томская
-1.5,2019,Томская
-1.5,2019,Томская
-2.9,2019,
-2.6,2019,
-2.3,2019,
-2.0,2019,
-1.9,2019,
-1.7,2019,
-1.4,2019,
-1.2,2019,
-1.1,2019,
-1.1,2019,
-1.1,2019,
-1.1,2019,
-0.2,2019,Бурятия
-0.6,2019,Бурятия
0.2,2019,Бурятия
0.7,2019,Бурятия
1.0,2019,Бурятия
1.0,2019,Бурятия
1.3,2019,Бурятия
1.4,2019,Бурятия
1.7,2019,Бурятия
1.7,2019,Бурятия
1.7,2019,Бурятия
1.6,2019,Бурятия
-1.4,2019,Забайкальский
-1.7,2019,Забайкальский
-1.5,2019,Забайкальский
-1.6,2019,Забайкальский
-1.6,2019,Забайкальский
-1.3,2019,Забайкальский
-1.0,2019,Забайкальский
-0.8,2019,Забайкальский
-0.5,2019,Забайкальский
-0.5,2019,Забайкальский
-0.5,2019,Забайкальский
-0.6,2019,Забайкальский
4.4,2019,Саха /Якутия/
4.7,2019,Саха /Якутия/
4.8,2019,Саха /Якутия/
5.1,2019,Саха /Якутия/
5.0,2019,Саха /Якутия/
4.9,2019,Саха /Якутия/
5.0,2019,Саха /Якутия/
5.1,2019,Саха /Якутия/
5.2,2019,Саха /Якутия/
5.3,2019,Саха /Якутия/
5.4,2019,Саха /Якутия/
5.4,2019,Саха /Якутия/
-3.1,2019,Камчатский
-2.7,2019,Камчатский
-1.8,2019,Камчатский
-1.6,2019,Камчатский
-1.5,2019,Камчатский
-1.4,2019,Камчатский
-0.9,2019,Камчатский
-0.6,2019,Камчатский
-0.5,2019,Камчатский
-0.5,2019,Камчатский
-0.4,2019,Камчатский
-0.5,2019,Камчатский
-5.6,2019,Приморский
-5.4,2019,Приморский
-5.1,2019,Приморский
-4.8,2019,Приморский
-4.7,2019,Приморский
-4.5,2019,Приморский
-4.3,2019,Приморский
-4.1,2019,Приморский
-3.9,2019,Приморский
-3.9,2019,Приморский
-3.9,2019,Приморский
-3.9,2019,Приморский
-5.4,2019,Хабаровский
-4.6,2019,Хабаровский
-3.8,2019,Хабаровский
-3.2,2019,Хабаровский
-3.1,2019,Хабаровский
-2.8,2019,Хабаровский
-2.6,2019,Хабаровский
-2.5,2019,Хабаровский
-2.4,2019,Хабаровский
-2.5,2019,Хабаровский
-2.4,2019,Хабаровский
-2.4,2019,Хабаровский
-5.5,2019,Амурская
-5.3,2019,Амурская
-5.3,2019,Амурская
-5.2,2019,Амурская
-5.1,2019,Амурская
-4.7,2019,Амурская
-4.5,2019,Амурская
-4.1,2019,Амурская
-4.0,2019,Амурская
-4.0,2019,Амурская
-4.0,2019,Амурская
-4.0,2019,Амурская
-1.7,2019,Магаданская
-1.9,2019,Магаданская
-3.1,2019,Магаданская
-3.2,2019,Магаданская
-2.1,2019,Магаданская
-2.2,2019,Магаданская
-2.1,2019,Магаданская
-2.1,2019,Магаданская
-2.3,2019,Магаданская
-2.1,2019,Магаданская
-2.2,2019,Магаданская
-2.2,2019,Магаданская
-3.2,2019,Саха /Якутия/
-2.4,2019,Саха /Якутия/
-2.4,2019,Саха /Якутия/
-2.0,2019,Саха /Якутия/
-1.9,2019,Саха /Якутия/
-1.7,2019,Саха /Якутия/
-1.3,2019,Саха /Якутия/
-0.9,2019,Саха /Якутия/
-0.8,2019,Саха /Якутия/
-0.8,2019,Саха /Якутия/
-0.7,2019,Саха /Якутия/
-0.8,2019,Саха /Якутия/
-7.2,2019,Еврейская
-4.9,2019,Еврейская
-4.9,2019,Еврейская
-4.2,2019,Еврейская
-4.2,2019,Еврейская
-3.5,2019,Еврейская
-3.3,2019,Еврейская
-3.2,2019,Еврейская
-3.2,2019,Еврейская
-3.2,2019,Еврейская
-3.3,2019,Еврейская
-3.7,2019,Еврейская
0.5,2019,Чукотский
0.6,2019,Чукотский
0.9,2019,Чукотский
0.8,2019,Чукотский
1.0,2019,Чукотский
1.0,2019,Чукотский
0.9,2019,Чукотский
1.3,2019,Чукотский
0.8,2019,Чукотский
0.9,2019,Чукотский
1.2,2019,Чукотский
1.4,2019,Чукотский
-3.6,2020,
-4.9,2020,
-6.2,2020,Белгородская
-9.4,2020,Брянская
-9.2,2020,Владимирская
-7.2,2020,Воронежская
-9.2,2020,Ивановская
-5.9,2020,Калужская
-7.5,2020,Костромская
-7.4,2020,Курская
-7.2,2020,Липецкая
-2.9,2020,Московская
-9.6,2020,Орловская
-8.9,2020,Рязанская
-8.5,2020,Смоленская
-8.7,2020,Тамбовская
-10.5,2020,Тверская
-10.3,2020,Тульская
-7.2,2020,Ярославская
-1.2,2020,Москва
-4.2,2020,
-8.2,2020,Карелия
-3.9,2020,Коми
0.3,2020,Ненецкий
-5.6,2020,Архангельская
-5.5,2020,Вологодская
-2.6,2020,Калининградская
-7.0,2020,Ленинградская
-4.9,2020,Мурманская
-9.9,2020,Новгородская
-10.8,2020,Псковская
-1.3,2020,Санкт-Петербург
-4.5,2020,
-4.3,2020,Адыгея
0.6,2020,Калмыкия
-6.1,2020,Крым
-3.1,2020,Краснодарский
-2.5,2020,Астраханская
-6.0,2020,Волгоградская
-5.5,2020,Ростовская
-4.5,2020,Севастополь
5.5,2020,
8.3,2020,Дагестан
14.4,2020,Ингушетия
3.4,2020,Кабардино-Балкарская
1.0,2020,Карачаево-Черкесская
0.6,2020,Северная Осетия - Алания
16.5,2020,Чеченская
-2.1,2020,Ставропольский
-5.1,2020,
-3.2,2020,Башкортостан
-3.2,2020,Марий Эл
-7.5,2020,Мордовия
-2.0,2020,Татарстан
-2.9,2020,Удмуртская
-3.8,2020,Чувашская
-5.0,2020,Пермский
-6.5,2020,Кировская
-7.6,2020,Нижегородская
-4.4,2020,Оренбургская
-7.9,2020,Пензенская
-5.5,2020,Самарская
-8.1,2020,Саратовская
-7.2,2020,Ульяновская
-2.0,2020,
-7.1,2020,Курганская
-4.2,2020,Свердловская
5.1,2020,Ханты-Мансийский Автономный Округ - Югра
8.0,2020,Ненецкий
0.8,2020,Тюменская
-4.6,2020,Челябинская
-4.0,2020,
2.0,2020,Алтай
9.5,2020,Тыва
-4.9,2020,Хакасия
-5.9,2020,Алтайский
-3.1,2020,Красноярский
-3.0,2020,Иркутская
-5.9,2020,Кемеровская Область-Кузбасс
-3.7,2020,Новосибирская
-4.5,2020,Омская
-3.5,2020,Томская
-2.4,2020,
2.0,2020,Бурятия
-1.9,2020,Забайкальский
4.1,2020,Саха /Якутия/
-2.9,2020,Камчатский
-5.7,2020,Приморский
-4.1,2020,Хабаровский
-6.2,2020,Амурская
-4.5,2020,Магаданская
-2.2,2020,Саха /Якутия/
-3.4,2020,Еврейская
1.8,2020,Чукотский
-3.3,2020,
-4.6,2020,
-5.7,2020,Белгородская
-8.0,2020,Брянская
-8.9,2020,Владимирская
-6.7,2020,Воронежская
-8.7,2020,Ивановская
-6.4,2020,Калужская
-6.4,2020,Костромская
-7.4,2020,Курская
-7.1,2020,Липецкая
-2.6,2020,Московская
-8.4,2020,Орловская
-8.0,2020,Рязанская
-8.6,2020,Смоленская
-8.7,2020,Тамбовская
-9.0,2020,Тверская
-9.7,2020,Тульская
-6.7,2020,Ярославская
-0.8,2020,Москва
-4.2,2020,
-7.4,2020,Карелия
-3.4,2020,Коми
2.3,2020,Ненецкий
-5.7,2020,Архангельская
-5.1,2020,Вологодская
-3.2,2020,Калининградская
-6.3,2020,Ленинградская
-3.8,2020,Мурманская
-9.3,2020,Новгородская
-10.0,2020,Псковская
-1.6,2020,Санкт-Петербург
-4.5,2020,
-3.3,2020,Адыгея
0.2,2020,Калмыкия
-6.0,2020,Крым
-3.3,2020,Краснодарский
-2.1,2020,Астраханская
-5.7,2020,Волгоградская
-5.4,2020,Ростовская
-4.6,2020,Севастополь
5.1,2020,
8.5,2020,Дагестан
12.2,2020,Ингушетия
2.1,2020,Кабардино-Балкарская
1.0,2020,Карачаево-Черкесская
0.5,2020,Северная Осетия - Алания
14.5,2020,Чеченская
-2.1,2020,Ставропольский
-4.6,2020,
-2.5,2020,Башкортостан
-3.0,2020,Марий Эл
-6.6,2020,Мордовия
-1.4,2020,Татарстан
-2.9,2020,Удмуртская
-3.9,2020,Чувашская
-4.5,2020,Пермский
-6.9,2020,Кировская
-7.1,2020,Нижегородская
-4.0,2020,Оренбургская
-7.9,2020,Пензенская
-5.4,2020,Самарская
-7.1,2020,Саратовская
-6.7,2020,Ульяновская
-1.8,2020,
-6.8,2020,Курганская
-4.0,2020,Свердловская
5.3,2020,Ханты-Мансийский Автономный Округ - Югра
7.5,2020,Ненецкий
1.0,2020,Тюменская
-3.9,2020,Челябинская
-3.5,2020,
2.8,2020,Алтай
9.8,2020,Тыва
-3.7,2020,Хакасия
-5.3,2020,Алтайский
-2.7,2020,Красноярский
-2.1,2020,Иркутская
-6.1,2020,Кемеровская Область-Кузбасс
-3.1,2020,Новосибирская
-4.1,2020,Омская
-3.2,2020,Томская
-1.8,2020,
1.9,2020,Бурятия
4.3,2020,Саха /Якутия/
-1.8,2020,Забайкальский
-1.9,2020,Камчатский
-4.9,2020,Приморский
-2.8,2020,Хабаровский
-4.2,2020,Амурская
-2.4,2020,Магаданская
-1.9,2020,Саха /Якутия/
-3.1,2020,Еврейская
2.0,2020,Чукотский
-3.4,2020,
-4.6,2020,
-5.7,2020,Белгородская
-8.5,2020,Брянская
-9.0,2020,Владимирская
-6.5,2020,Воронежская
-9.2,2020,Ивановская
-6.0,2020,Калужская
-7.2,2020,Костромская
-7.4,2020,Курская
-6.6,2020,Липецкая
-2.6,2020,Московская
-8.7,2020,Орловская
-8.2,2020,Рязанская
-8.9,2020,Смоленская
-8.5,2020,Тамбовская
-9.3,2020,Тверская
-9.8,2020,Тульская
-6.5,2020,Ярославская
-0.8,2020,Москва
-4.0,2020,
-6.8,2020,Карелия
-3.8,2020,Коми
1.4,2020,Ненецкий
-5.5,2020,Архангельская
-5.2,2020,Вологодская
-3.1,2020,Калининградская
-6.3,2020,Ленинградская
-3.7,2020,Мурманская
-9.1,2020,Новгородская
-10.0,2020,Псковская
-1.4,2020,Санкт-Петербург
-4.3,2020,
-3.5,2020,Адыгея
-0.2,2020,Калмыкия
-5.8,2020,Крым
-3.2,2020,Краснодарский
-2.1,2020,Астраханская
-5.8,2020,Волгоградская
-5.2,2020,Ростовская
-4.0,2020,Севастополь
5.4,2020,
8.6,2020,Дагестан
13.5,2020,Ингушетия
2.4,2020,Кабардино-Балкарская
1.0,2020,Карачаево-Черкесская
0.1,2020,Северная Осетия - Алания
15.1,2020,Чеченская
-1.8,2020,Ставропольский
-4.7,2020,
-2.7,2020,Башкортостан
-2.6,2020,Марий Эл
-7.0,2020,Мордовия
-1.6,2020,Татарстан
-2.7,2020,Удмуртская
-4.0,2020,Чувашская
-4.8,2020,Пермский
-6.7,2020,Кировская
-7.0,2020,Нижегородская
-4.0,2020,Оренбургская
-7.8,2020,Пензенская
-5.4,2020,Самарская
-7.2,2020,Саратовская
-6.7,2020,Ульяновская
-1.8,2020,
-6.8,2020,Курганская
-3.9,2020,Свердловская
5.4,2020,Ханты-Мансийский Автономный Округ - Югра
7.5,2020,Ненецкий
1.1,2020,Тюменская
-4.2,2020,Челябинская
-3.6,2020,
1.7,2020,Алтай
10.1,2020,Тыва
-4.1,2020,Хакасия
-5.6,2020,Алтайский
-2.7,2020,Красноярский
-2.4,2020,Иркутская
-6.1,2020,Кемеровская Область-Кузбасс
-3.1,2020,Новосибирская
-4.2,2020,Омская
-3.4,2020,Томская
-1.7,2020,
2.2,2020,Бурятия
4.5,2020,Саха /Якутия/
-1.5,2020,Забайкальский
-2.7,2020,Камчатский
-4.7,2020,Приморский
-2.8,2020,Хабаровский
-4.9,2020,Амурская
-2.2,2020,Магаданская
-2.3,2020,Саха /Якутия/
-3.2,2020,Еврейская
2.0,2020,Чукотский
-3.3,2020,
-4.6,2020,
-5.7,2020,Белгородская
-8.0,2020,Брянская
-8.9,2020,Владимирская
-6.7,2020,Воронежская
-8.7,2020,Ивановская
-6.4,2020,Калужская
-6.7,2020,Костромская
-7.5,2020,Курская
-7.4,2020,Липецкая
-3.0,2020,Московская
-7.9,2020,Орловская
-8.1,2020,Рязанская
-8.3,2020,Смоленская
-8.5,2020,Тамбовская
-9.1,2020,Тверская
-9.1,2020,Тульская
-6.8,2020,Ярославская
-1.0,2020,Москва
-4.1,2020,
-6.9,2020,Карелия
-3.0,2020,Коми
4.3,2020,Ненецкий
-5.4,2020,Архангельская
-5.3,2020,Вологодская
-3.3,2020,Калининградская
-6.4,2020,Ленинградская
-3.6,2020,Мурманская
-9.1,2020,Новгородская
-9.7,2020,Псковская
-1.6,2020,Санкт-Петербург
-4.4,2020,
-2.9,2020,Адыгея
-0.2,2020,Калмыкия
-5.6,2020,Крым
-3.3,2020,Краснодарский
-2.6,2020,Астраханская
-6.0,2020,Волгоградская
-5.4,2020,Ростовская
-4.7,2020,Севастополь
5.3,2020,
9.1,2020,Дагестан
12.3,2020,Ингушетия
2.1,2020,Кабардино-Балкарская
0.8,2020,Карачаево-Черкесская
0.1,2020,Северная Осетия - Алания
14.9,2020,Чеченская
-2.0,2020,Ставропольский
-4.4,2020,
-2.6,2020,Башкортостан
-2.8,2020,Марий Эл
-6.5,2020,Мордовия
-1.0,2020,Татарстан
-2.7,2020,Удмуртская
-4.0,2020,Чувашская
-4.0,2020,Пермский
-6.8,2020,Кировская
-7.0,2020,Нижегородская
-3.9,2020,Оренбургская
-7.9,2020,Пензенская
-5.3,2020,Самарская
-6.7,2020,Саратовская
-6.3,2020,Ульяновская
-1.6,2020,
-6.7,2020,Курганская
-3.8,2020,Свердловская
5.3,2020,Ханты-Мансийский Автономный Округ - Югра
7.4,2020,Ненецкий
1.1,2020,Тюменская
-3.8,2020,Челябинская
-3.4,2020,
2.7,2020,Алтай
10.3,2020,Тыва
-3.3,2020,Хакасия
-5.3,2020,Алтайский
-2.5,2020,Красноярский
-1.9,2020,Иркутская
-6.1,2020,Кемеровская Область-Кузбасс
-3.0,2020,Новосибирская
-4.0,2020,Омская
-2.9,2020,Томская
-1.7,2020,
2.1,2020,Бурятия
4.4,2020,Саха /Якутия/
-1.5,2020,Забайкальский
-1.7,2020,Камчатский
-4.6,2020,Приморский
-3.1,2020,Хабаровский
-4.4,2020,Амурская
-2.1,2020,Магаданская
-1.7,2020,Саха /Якутия/
-3.3,2020,Еврейская
2.2,2020,Чукотский
-3.7,2020,
-5.4,2020,
-6.2,2020,Белгородская
-8.5,2020,Брянская
-9.4,2020,Владимирская
-6.7,2020,Воронежская
-8.7,2020,Ивановская
-6.9,2020,Калужская
-6.6,2020,Костромская
-7.9,2020,Курская
-7.5,2020,Липецкая
-3.6,2020,Московская
-8.5,2020,Орловская
-8.7,2020,Рязанская
-9.0,2020,Смоленская
-8.6,2020,Тамбовская
-9.2,2020,Тверская
-9.9,2020,Тульская
-7.3,2020,Ярославская
-2.3,2020,Москва
-4.5,2020,
-6.8,2020,Карелия
-3.3,2020,Коми
3.6,2020,Ненецкий
-5.5,2020,Архангельская
-4.9,2020,Вологодская
-3.3,2020,Калининградская
-7.0,2020,Ленинградская
-3.6,2020,Мурманская
-9.1,2020,Новгородская
-9.5,2020,Псковская
-2.3,2020,Санкт-Петербург
-4.6,2020,
-3.5,2020,Адыгея
-0.1,2020,Калмыкия
-5.3,2020,Крым
-3.6,2020,Краснодарский
-2.1,2020,Астраханская
-6.3,2020,Волгоградская
-5.6,2020,Ростовская
-4.4,2020,Севастополь
4.6,2020,
7.7,2020,Дагестан
11.3,2020,Ингушетия
2.1,2020,Кабардино-Балкарская
1.0,2020,Карачаево-Черкесская
-1.1,2020,Северная Осетия - Алания
14.4,2020,Чеченская
-2.1,2020,Ставропольский
-4.7,2020,
-2.8,2020,Башкортостан
-2.9,2020,Марий Эл
-7.6,2020,Мордовия
-1.3,2020,Татарстан
-2.7,2020,Удмуртская
-4.2,2020,Чувашская
-4.0,2020,Пермский
-7.1,2020,Кировская
-7.0,2020,Нижегородская
-4.0,2020,Оренбургская
-8.4,2020,Пензенская
-5.4,2020,Самарская
-7.4,2020,Саратовская
-6.3,2020,Ульяновская
-1.6,2020,
-6.4,2020,Курганская
-3.6,2020,Свердловская
5.2,2020,Ханты-Мансийский Автономный Округ - Югра
7.3,2020,Ненецкий
1.1,2020,Тюменская
-3.8,2020,Челябинская
-3.5,2020,
2.7,2020,Алтай
9.5,2020,Тыва
-3.0,2020,Хакасия
-5.4,2020,Алтайский
-3.0,2020,Красноярский
-2.0,2020,Иркутская
-5.9,2020,Кемеровская Область-Кузбасс
-3.3,2020,Новосибирская
-4.3,2020,Омская
-2.7,2020,Томская
-1.8,2020,
1.9,2020,Бурятия
4.1,2020,Саха /Якутия/
-1.2,2020,Забайкальский
-1.5,2020,Камчатский
-5.2,2020,Приморский
-3.3,2020,Хабаровский
-4.1,2020,Амурская
-2.2,2020,Магаданская
-1.5,2020,Саха /Якутия/
-4.9,2020,Еврейская
1.5,2020,Чукотский
-3.7,2020,
-5.4,2020,
-5.9,2020,Белгородская
-8.5,2020,Брянская
-9.9,2020,Владимирская
-6.9,2020,Воронежская
-8.7,2020,Ивановская
-7.2,2020,Калужская
-6.4,2020,Костромская
-8.4,2020,Курская
-7.7,2020,Липецкая
-3.6,2020,Московская
-8.2,2020,Орловская
-8.5,2020,Рязанская
-9.2,2020,Смоленская
-8.9,2020,Тамбовская
-9.8,2020,Тверская
-10.5,2020,Тульская
-7.5,2020,Ярославская
-2.4,2020,Москва
-4.8,2020,
-6.6,2020,Карелия
-2.8,2020,Коми
3.6,2020,Ненецкий
-5.6,2020,Архангельская
-4.9,2020,Вологодская
-3.4,2020,Калининградская
-7.3,2020,Ленинградская
-3.4,2020,Мурманская
-9.4,2020,Новгородская
-9.8,2020,Псковская
-3.3,2020,Санкт-Петербург
-4.2,2020,
-3.3,2020,Адыгея
-0.3,2020,Калмыкия
-5.0,2020,Крым
-2.9,2020,Краснодарский
-2.1,2020,Астраханская
-6.2,2020,Волгоградская
-5.4,2020,Ростовская
-4.2,2020,Севастополь
4.8,2020,
7.9,2020,Дагестан
12.2,2020,Ингушетия
2.6,2020,Кабардино-Балкарская
1.5,2020,Карачаево-Черкесская
-0.5,2020,Северная Осетия - Алания
14.4,2020,Чеченская
-2.2,2020,Ставропольский
-4.7,2020,
-2.6,2020,Башкортостан
-3.1,2020,Марий Эл
-7.8,2020,Мордовия
-1.8,2020,Татарстан
-2.5,2020,Удмуртская
-5.0,2020,Чувашская
-4.0,2020,Пермский
-6.6,2020,Кировская
-7.2,2020,Нижегородская
-3.8,2020,Оренбургская
-8.9,2020,Пензенская
-5.5,2020,Самарская
-7.1,2020,Саратовская
-6.3,2020,Ульяновская
-1.6,2020,
-6.3,2020,Курганская
-3.7,2020,Свердловская
5.1,2020,Ханты-Мансийский Автономный Округ - Югра
7.3,2020,Ненецкий
3.8,2020,Тюменская
-3.7,2020,Челябинская
-3.4,2020,
2.7,2020,Алтай
9.7,2020,Тыва
-2.9,2020,Хакасия
-5.2,2020,Алтайский
-2.5,2020,Красноярский
-2.0,2020,Иркутская
-6.1,2020,Кемеровская Область-Кузбасс
-3.8,2020,Новосибирская
-4.3,2020,Омская
-2.6,2020,Томская
-1.8,2020,
1.8,2020,Бурятия
4.4,2020,Саха /Якутия/
-1.2,2020,Забайкальский
-2.0,2020,Камчатский
-4.8,2020,Приморский
-3.7,2020,Хабаровский
-4.1,2020,Амурская
-2.9,2020,Магаданская
-1.2,2020,Саха /Якутия/
-4.5,2020,Еврейская
1.3,2020,Чукотский
-3.7,2020,
-5.2,2020,
-5.9,2020,Белгородская
-8.3,2020,Брянская
-9.8,2020,Владимирская
-6.9,2020,Воронежская
-8.7,2020,Ивановская
-7.0,2020,Калужская
-6.4,2020,Костромская
-8.2,2020,Курская
-7.6,2020,Липецкая
-3.3,2020,Московская
-8.6,2020,Орловская
-8.4,2020,Рязанская
-9.0,2020,Смоленская
-8.8,2020,Тамбовская
-9.6,2020,Тверская
-10.2,2020,Тульская
-7.4,2020,Ярославская
-1.9,2020,Москва
-4.5,2020,
-6.5,2020,Карелия
-2.9,2020,Коми
3.9,2020,Ненецкий
-5.5,2020,Архангельская
-4.8,2020,Вологодская
-3.2,2020,Калининградская
-7.3,2020,Ленинградская
-3.6,2020,Мурманская
-9.1,2020,Новгородская
-9.7,2020,Псковская
-2.8,2020,Санкт-Петербург
-4.2,2020,
-3.1,2020,Адыгея
-0.4,2020,Калмыкия
-4.9,2020,Крым
-3.0,2020,Краснодарский
-2.4,2020,Астраханская
-6.4,2020,Волгоградская
-5.2,2020,Ростовская
-3.9,2020,Севастополь
4.8,2020,
7.8,2020,Дагестан
12.2,2020,Ингушетия
2.5,2020,Кабардино-Балкарская
0.7,2020,Карачаево-Черкесская
-0.5,2020,Северная Осетия - Алания
13.9,2020,Чеченская
-2.2,2020,Ставропольский
-5.1,2020,
-3.4,2020,Башкортостан
-3.3,2020,Марий Эл
-7.9,2020,Мордовия
-2.3,2020,Татарстан
-2.7,2020,Удмуртская
-5.4,2020,Чувашская
-4.3,2020,Пермский
-6.6,2020,Кировская
-7.3,2020,Нижегородская
-4.4,2020,Оренбургская
-9.0,2020,Пензенская
-5.9,2020,Самарская
-7.3,2020,Саратовская
-6.8,2020,Ульяновская
-2.1,2020,
-6.8,2020,Курганская
-4.3,2020,Свердловская
5.0,2020,Ханты-Мансийский Автономный Округ - Югра
7.2,2020,Ненецкий
0.7,2020,Тюменская
-4.4,2020,Челябинская
-3.6,2020,
2.8,2020,Алтай
9.7,2020,Тыва
-2.8,2020,Хакасия
-5.2,2020,Алтайский
-2.7,2020,Красноярский
-2.2,2020,Иркутская
-6.1,2020,Кемеровская Область-Кузбасс
-4.1,2020,Новосибирская
-4.8,2020,Омская
-2.8,2020,Томская
-1.8,2020,
1.7,2020,Бурятия
4.6,2020,Саха /Якутия/
-1.2,2020,Забайкальский
-2.2,2020,Камчатский
-4.6,2020,Приморский
-3.6,2020,Хабаровский
-4.3,2020,Амурская
-2.6,2020,Магаданская
-1.5,2020,Саха /Якутия/
-4.7,2020,Еврейская
1.0,2020,Чукотский
-3.6,2020,
-4.9,2020,
-5.8,2020,Белгородская
-7.9,2020,Брянская
-9.6,2020,Владимирская
-6.6,2020,Воронежская
-8.4,2020,Ивановская
-6.7,2020,Калужская
-6.2,2020,Костромская
-7.9,2020,Курская
-7.4,2020,Липецкая
-3.1,2020,Московская
-8.4,2020,Орловская
-8.3,2020,Рязанская
-8.8,2020,Смоленская
-8.8,2020,Тамбовская
-9.4,2020,Тверская
-10.0,2020,Тульская
-7.2,2020,Ярославская
-1.6,2020,Москва
-4.4,2020,
-6.4,2020,Карелия
-2.9,2020,Коми
4.0,2020,Ненецкий
-5.4,2020,Архангельская
-4.9,2020,Вологодская
-2.8,2020,Калининградская
-7.1,2020,Ленинградская
-3.7,2020,Мурманская
-8.9,2020,Новгородская
-9.6,2020,Псковская
-2.4,2020,Санкт-Петербург
-4.1,2020,
-2.9,2020,Адыгея
-0.1,2020,Калмыкия
-4.6,2020,Крым
-2.9,2020,Краснодарский
-2.1,2020,Астраханская
-6.3,2020,Волгоградская
-5.2,2020,Ростовская
-3.9,2020,Севастополь
4.9,2020,
7.9,2020,Дагестан
12.3,2020,Ингушетия
2.6,2020,Кабардино-Балкарская
0.8,2020,Карачаево-Черкесская
-0.1,2020,Северная Осетия - Алания
13.9,2020,Чеченская
-2.1,2020,Ставропольский
-5.0,2020,
-3.3,2020,Башкортостан
-3.3,2020,Марий Эл
-7.9,2020,Мордовия
-2.2,2020,Татарстан
-2.8,2020,Удмуртская
-5.2,2020,Чувашская
-4.1,2020,Пермский
-6.3,2020,Кировская
